address,park,hospital,subway,bus,parking,element,middle,high,hospitalcount,homeKind
서울특별시 강남구 논현로20길 20,0.6059418870388509,0.8921438082556591,0.8062297734627831,0.9174364896073904,0.8261376896149358,0.5573643410852713,0.5802943058221369,0.833972793861179,0.3590824759655928,다세대주택
서울특별시 강남구 논현로4길 27,0.7048645119164219,0.8988015978695073,0.6870954692556634,0.7950346420323325,0.91170750680669,0.7937984496124031,0.5585412667946257,0.8981513777467737,0.4879406307977737,다가구주택
서울특별시 강남구 논현로4길 36,0.7198824681684624,0.8948069241011984,0.6862864077669903,0.7580831408775982,0.9167639050952936,0.8069767441860465,0.5137555982085733,0.896756191140565,0.4835554056333278,다세대주택
서울특별시 강남구 논현로57길 39,0.8165197518772446,0.7576564580559254,0.8616504854368932,0.9232101616628176,0.8241929210423959,0.6131782945736435,0.7869481765834934,0.8821067317753749,0.148085680553213,다세대주택
서울특별시 강남구 논현로64길 30,0.8831211230819458,0.9387483355525964,0.8412216828478964,0.9341801385681292,0.6686114352392065,0.3007751937984496,0.8445297504798465,0.7111963725148238,0.1583740934390285,
서울특별시 강남구 논현로6길 26-8,0.693111328762651,0.8561917443408789,0.6909385113268609,0.8169745958429562,0.913263321664722,0.796124031007752,0.5802943058221369,0.9030345308685036,0.4864226682408501,다가구주택
서울특별시 강남구 논현로6길 26-9,0.6993143976493634,0.8761651131824234,0.6903317152103561,0.802540415704388,0.9163749513807856,0.8023255813953488,0.564299424184261,0.9033833275200558,0.4840613931523022,다가구주택
서울특별시 강남구 논현로71길 3-6,0.7894221351616063,0.9347536617842876,0.8638754045307443,0.939376443418014,0.7992998833138857,0.5395348837209302,0.6289187460012796,0.733170561562609,0.1592174059706528,다가구주택
서울특별시 강남구 논현로75길 44,0.654587006203069,0.8202396804260985,0.9180825242718448,0.8106235565819861,0.9085958770906262,0.6372093023255814,0.4107485604606526,0.6770143006627136,0.1291954798448304,다세대주택
서울특별시 강남구 논현로79길 31-1,0.6516487104146262,0.8628495339547271,0.9251618122977346,0.8227482678983834,0.8953714507973551,0.6093023255813954,0.3902751119641715,0.665852807813045,0.1291954798448304,다가구주택
서울특별시 강남구 논현로8길 32-8,0.6607900750897813,0.910785619174434,0.7087378640776699,0.859122401847575,0.926876701672501,0.8232558139534883,0.6116442738323737,0.9271014998256016,0.4650025299375949,다세대주택
서울특별시 강남구 도곡로 320,0.7433888344760039,0.914780292942743,0.885720064724919,0.995958429561201,0.9751069622714896,0.7217054263565892,0.8323736404350608,0.8601325427275899,0.1398212177432957,아파트
서울특별시 강남구 도곡로18길 10,0.8207639569049952,0.7749667110519307,0.8594255663430421,0.9312933025404158,0.8210812913263321,0.6062015503875969,0.7786308381317979,0.877572375305197,0.1497723056164615,다세대주택
서울특별시 강남구 도곡로19길 19-1,0.7825661116552399,0.8322237017310252,0.8337378640776699,0.9099307159353348,0.8269155970439518,0.672093023255814,0.6596289187460013,0.8126961981164981,0.1463990554899645,다가구주택
서울특별시 강남구 도곡로23길 5,0.8475350963108064,0.952063914780293,0.8288834951456311,0.9422632794457276,0.751458576429405,0.5186046511627906,0.6973768394113884,0.7945587722357865,0.164277281160398,다가구주택
